data.id,,kommentarnummer,analyse,post
1krayf7,125,125.0,0.0,0
1kte89k,0,0.0,-1.0,0
1kte89k,1,1.0,-1.0,0
1kte89k,2,2.0,0.0,0
1kte89k,3,3.0,0.0,0
1kte89k,4,4.0,0.0,0
1kte89k,5,5.0,0.0,0
1kte89k,6,6.0,0.0,0
1kte89k,7,7.0,-1.0,0
1kte89k,8,8.0,0.0,0
1kte89k,9,9.0,0.0,0
1kte89k,10,10.0,1.0,0
1kte89k,11,11.0,0.0,0
1kte89k,12,12.0,0.0,0
1kte89k,13,13.0,0.0,0
1kte89k,14,14.0,0.0,0
1kte89k,15,15.0,0.0,0
1kte89k,16,16.0,0.0,0
1kte89k,17,17.0,0.0,0
1kte89k,18,18.0,0.0,0
1kte89k,19,19.0,-1.0,0
1kte89k,20,20.0,-1.0,0
1kte89k,21,21.0,0.0,0
1kte89k,22,22.0,1.0,0
1kte89k,23,23.0,0.0,0
1kte89k,24,24.0,0.0,0
1kte89k,25,25.0,0.0,0
1kte89k,26,26.0,0.0,0
1kte89k,27,27.0,0.0,0
1kte89k,28,28.0,0.0,0
1kte89k,29,29.0,0.0,0
1kur2lk,0,0.0,-1.0,0
1kur2lk,1,1.0,1.0,0
1kur2lk,2,2.0,1.0,0
1kur2lk,3,3.0,0.0,0
1kur2lk,4,4.0,-1.0,0
1kur2lk,5,5.0,0.0,0
1kur2lk,6,6.0,-1.0,0
1kur2lk,7,7.0,0.0,0
1kur2lk,8,8.0,0.0,0
1kur2lk,9,9.0,1.0,0
1kur2lk,10,10.0,1.0,0
1kur2lk,11,11.0,-1.0,0
1kur2lk,12,12.0,-1.0,0
1kur2lk,13,13.0,1.0,0
1kur2lk,14,14.0,0.0,0
1kur2lk,15,15.0,0.0,0
1kur2lk,16,16.0,1.0,0
1kur2lk,17,17.0,0.0,0
1kur2lk,18,18.0,1.0,0
1kur2lk,19,19.0,0.0,0
1kur2lk,20,20.0,-1.0,0
1kur2lk,21,21.0,1.0,0
1kur2lk,22,22.0,0.0,0
1kur2lk,23,23.0,1.0,0
1kur2lk,24,24.0,0.0,0
1kur2lk,25,25.0,1.0,0
1kur2lk,26,26.0,-1.0,0
1kur2lk,27,27.0,1.0,0
1kur2lk,28,28.0,1.0,0
1kur2lk,29,29.0,0.0,0
1kur2lk,30,30.0,0.0,0
1kur2lk,31,31.0,0.0,0
1kur2lk,32,32.0,-1.0,0
1kur2lk,33,33.0,0.0,0
1kur2lk,34,34.0,0.0,0
1kur2lk,35,35.0,0.0,0
1kur2lk,36,36.0,-1.0,0
1kur2lk,37,37.0,-1.0,0
1kur2lk,38,38.0,1.0,0
1kur2lk,39,39.0,0.0,0
1kur2lk,40,40.0,1.0,0
1kur2lk,41,41.0,1.0,0
1kur2lk,42,42.0,-1.0,0
1kvoiep,0,0.0,1.0,0
1kvoiep,1,1.0,1.0,0
1kvoiep,2,2.0,0.0,0
1kvoiep,3,3.0,1.0,0
1kvoiep,4,4.0,-1.0,0
1kvoiep,5,5.0,1.0,0
1kzp7jv,0,0.0,1.0,0
1kzp7jv,1,1.0,-1.0,0
1kzp7jv,2,2.0,-1.0,0
1kzp7jv,3,3.0,1.0,0
1kzp7jv,4,4.0,1.0,0
1kzp7jv,5,5.0,0.0,0
1kzp7jv,6,6.0,0.0,0
1kzp7jv,7,7.0,0.0,0
1kzp7jv,8,8.0,1.0,0
1kzp7jv,9,9.0,1.0,0
1kzp7jv,10,10.0,0.0,0
1kzp7jv,11,11.0,0.0,0
1kzp7jv,12,12.0,1.0,0
1kzp7jv,13,13.0,1.0,0
1kzp7jv,14,14.0,1.0,0
1kzp7jv,15,15.0,0.0,0
1kzp7jv,16,16.0,1.0,0
1kzp7jv,17,17.0,1.0,0
1kzp7jv,18,18.0,1.0,0
1l0vcae,0,0.0,-1.0,0
1l0vcae,1,1.0,0.0,0
1l0vcae,2,2.0,0.0,0
1l0vcae,3,3.0,-1.0,0
1l0vcae,4,4.0,0.0,0
1l0vcae,5,5.0,1.0,0
1l0vcae,6,6.0,0.0,0
1l0vcae,7,7.0,0.0,0
1l0vcae,8,8.0,-1.0,0
1l0vcae,9,9.0,0.0,0
1l0vcae,10,10.0,-1.0,0
1l0vcae,11,11.0,0.0,0
1l0vcae,12,12.0,0.0,0
1l0vcae,13,13.0,1.0,0
1l0vcae,14,14.0,0.0,0
1l0vcae,15,15.0,0.0,0
1l0vcae,16,16.0,0.0,0
1l0vcae,17,17.0,0.0,0
1l0vcae,18,18.0,0.0,0
1l0vcae,19,19.0,1.0,0
1l0vcae,20,20.0,0.0,0
1l0vcae,21,21.0,0.0,0
1l0vcae,22,22.0,0.0,0
1l0vcae,23,23.0,0.0,0
1l0vcae,24,24.0,0.0,0
1l0vcae,25,25.0,0.0,0
1l0vcae,26,26.0,0.0,0
1l0vcae,27,27.0,1.0,0
1l3fcro,0,0.0,0.0,0
1l3fcro,1,1.0,0.0,0
1l3fcro,2,2.0,-1.0,0
1l3fcro,3,3.0,-1.0,0
1l3fcro,4,4.0,0.0,0
1l3fcro,5,5.0,0.0,0
1l3fcro,6,6.0,-1.0,0
1l3fcro,7,7.0,0.0,0
1l3fcro,8,8.0,0.0,0
1l3fcro,9,9.0,1.0,0
1l3fcro,10,10.0,-1.0,0
1l3fcro,11,11.0,1.0,0
1l3fcro,12,12.0,1.0,0
1l3fcro,13,13.0,0.0,0
1l3fcro,14,14.0,0.0,0
1l3fcro,15,15.0,0.0,0
1l3fcro,16,16.0,0.0,0
1l3fcro,17,17.0,0.0,0
1l3fcro,18,18.0,0.0,0
1l3fcro,19,19.0,0.0,0
1l3fcro,20,20.0,0.0,0
1l3fcro,21,21.0,1.0,0
1l3fcro,22,22.0,0.0,0
1l3fcro,23,23.0,1.0,0
1l3fcro,24,24.0,-1.0,0
1l3fcro,25,25.0,0.0,0
1l3fcro,26,26.0,0.0,0
1l3fcro,27,27.0,0.0,0
1l3fcro,28,28.0,-1.0,0
1l3fcro,29,29.0,-1.0,0
1l3fcro,30,30.0,0.0,0
1l3fcro,31,31.0,0.0,0
1l3fcro,32,32.0,-1.0,0
1l3fcro,33,33.0,0.0,0
1l54ph3,0,0.0,-1.0,0
1l54ph3,1,1.0,-1.0,0
1l54ph3,2,3.0,0.0,0
1l54ph3,3,4.0,0.0,0
1l54ph3,4,5.0,0.0,0
1l54ph3,5,6.0,1.0,0
1l54ph3,6,10.0,-1.0,0
1l54ph3,7,11.0,0.0,0
1l54ph3,8,12.0,0.0,0
1l54ph3,9,15.0,-1.0,0
1l54ph3,10,18.0,1.0,0
1l54ph3,11,21.0,-1.0,0
1l54ph3,12,22.0,0.0,0
1l54ph3,13,23.0,1.0,0
1l54ph3,14,24.0,1.0,0
1l54ph3,15,27.0,1.0,0
1l54ph3,16,28.0,1.0,0
1l54ph3,17,30.0,1.0,0
1l54ph3,18,31.0,-1.0,0
1l54ph3,19,32.0,1.0,0
1l54ph3,20,36.0,1.0,0
1l54ph3,21,37.0,1.0,0
1l54ph3,22,38.0,1.0,0
1l54ph3,23,39.0,1.0,0
1l54ph3,24,41.0,1.0,0
1l54ph3,25,42.0,1.0,0
1l54ph3,26,46.0,1.0,0
1l54ph3,27,47.0,1.0,0
1l54ph3,28,48.0,1.0,0
1l7f4dw,0,0.0,1.0,0
1l7f4dw,1,1.0,1.0,0
1l7f4dw,2,2.0,0.0,0
1l7f4dw,3,3.0,0.0,0
1l7f4dw,4,4.0,1.0,0
1l7f4dw,5,5.0,1.0,0
1l7f4dw,6,6.0,0.0,0
1l7f4dw,7,7.0,1.0,0
1l7f4dw,8,8.0,-1.0,0
1l7f4dw,9,9.0,1.0,0
1l7f4dw,10,10.0,0.0,0
1l7f4dw,11,11.0,0.0,0
1l7f4dw,12,12.0,0.0,0
1l7f4dw,13,13.0,0.0,0
1l8x3ji,0,0.0,0.0,1
1l8x3ji,1,1.0,1.0,1
1l8x3ji,2,2.0,0.0,1
1l8x3ji,3,3.0,1.0,1
1l8x3ji,4,4.0,1.0,1
1l8x3ji,5,5.0,0.0,1
1l8x3ji,6,6.0,0.0,1
1l8x3ji,7,7.0,0.0,1
1l8x3ji,8,8.0,0.0,1
1l8x3ji,9,9.0,0.0,1
1l8x3ji,10,10.0,0.0,1
1l8x3ji,11,11.0,0.0,1
1l8x3ji,12,12.0,0.0,1
1l8x3ji,13,13.0,0.0,1
1lecs6a,0,1.0,0.0,0
1lkvyct,0,0.0,0.0,0
1lkvyct,1,1.0,0.0,0
1lkvyct,2,2.0,0.0,0
1lkvyct,3,3.0,-1.0,0
1lkvyct,4,4.0,0.0,0
1lkvyct,5,5.0,0.0,0
1lkvyct,6,6.0,-1.0,0
1lkvyct,7,7.0,0.0,0
1lkvyct,8,8.0,0.0,0
1lkvyct,9,9.0,0.0,0
1lkvyct,10,10.0,-1.0,0
1lkvyct,11,11.0,0.0,0
1lkvyct,12,12.0,0.0,0
1lkvyct,13,13.0,0.0,0
1lkvyct,14,14.0,0.0,0
1lkvyct,15,15.0,0.0,0
1lkvyct,16,16.0,1.0,0
1lkvyct,17,17.0,0.0,0
1lkvyct,18,18.0,0.0,0
1lkvyct,19,19.0,0.0,0
1lkvyct,20,20.0,0.0,0
1lkvyct,21,21.0,0.0,0
1lkvyct,22,22.0,0.0,0
1lkvyct,23,23.0,0.0,0
1lkvyct,24,24.0,0.0,0
1lkvyct,25,25.0,0.0,0
1lkvyct,26,26.0,0.0,0
1lkvyct,27,27.0,0.0,0
1lkvyct,28,28.0,0.0,0
1lkvyct,29,29.0,1.0,0
1lkvyct,30,30.0,0.0,0
1lkvyct,31,31.0,0.0,0
1lkvyct,32,32.0,0.0,0
1lkvyct,33,33.0,0.0,0
1lkvyct,34,34.0,0.0,0
1lkvyct,35,35.0,0.0,0
1lkvyct,36,36.0,0.0,0
1lkvyct,37,37.0,0.0,0
1lkvyct,38,38.0,0.0,0
1lkvyct,39,39.0,0.0,0
1lkvyct,40,40.0,0.0,0
1lkvyct,41,41.0,0.0,0
1lkvyct,42,42.0,1.0,0
1lkvyct,43,43.0,1.0,0
1lkvyct,44,44.0,1.0,0
1lkvyct,45,45.0,1.0,0
1lkvyct,46,46.0,1.0,0
1lkvyct,47,47.0,0.0,0
1lkvyct,48,48.0,0.0,0
1lkvyct,49,49.0,0.0,0
1llb7zm,0,0.0,-1.0,0
1llb7zm,1,1.0,1.0,0
1llb7zm,2,2.0,1.0,0
1llb7zm,3,3.0,0.0,0
1llb7zm,4,4.0,-1.0,0
1llb7zm,5,5.0,0.0,0
1llb7zm,6,6.0,0.0,0
1llb7zm,7,7.0,0.0,0
1llb7zm,8,8.0,0.0,0
1llb7zm,9,9.0,0.0,0
1llb7zm,10,10.0,0.0,0
1llb7zm,11,11.0,0.0,0
1llb7zm,12,12.0,0.0,0
1llb7zm,13,13.0,0.0,0
1llb7zm,14,14.0,1.0,0
1llb7zm,15,15.0,0.0,0
1llb7zm,16,16.0,1.0,0
1llb7zm,17,17.0,1.0,0
1llb7zm,18,18.0,-1.0,0
1llb7zm,19,19.0,1.0,0
1llb7zm,20,20.0,-1.0,0
1llb7zm,21,21.0,1.0,0
1llb7zm,22,22.0,0.0,0
1llb7zm,23,23.0,0.0,0
1llb7zm,24,24.0,0.0,0
1llb7zm,25,25.0,1.0,0
1llb7zm,26,26.0,0.0,0
1llb7zm,27,27.0,1.0,0
1llb7zm,28,28.0,0.0,0
1llb7zm,29,29.0,0.0,0
1llb7zm,30,30.0,-1.0,0
1llb7zm,31,31.0,0.0,0
1llb7zm,32,32.0,-1.0,0
1llb7zm,33,33.0,1.0,0
1llb7zm,34,34.0,0.0,0
1llb7zm,35,35.0,1.0,0
1llb7zm,36,36.0,0.0,0
1llb7zm,37,37.0,1.0,0
1llb7zm,38,38.0,-1.0,0
1llb7zm,39,39.0,1.0,0
1llb7zm,40,40.0,0.0,0
1llb7zm,41,41.0,1.0,0
1llb7zm,42,42.0,-1.0,0
1llb7zm,43,43.0,-1.0,0
1llb7zm,44,44.0,-1.0,0
1llb7zm,45,45.0,0.0,0
1llb7zm,46,46.0,1.0,0
1llb7zm,47,47.0,1.0,0
1llb7zm,48,48.0,1.0,0
1llb7zm,49,49.0,1.0,0
1llb7zm,50,50.0,-1.0,0
1llb7zm,51,51.0,0.0,0
1llb7zm,52,52.0,0.0,0
1llb7zm,53,53.0,1.0,0
1llb7zm,54,54.0,1.0,0
1llb7zm,55,55.0,-1.0,0
1llb7zm,56,56.0,-1.0,0
1llb7zm,57,57.0,0.0,0
1llb7zm,58,58.0,0.0,0
1llb7zm,59,59.0,0.0,0
1llb7zm,60,60.0,-1.0,0
1llb7zm,61,61.0,1.0,0
1llb7zm,62,62.0,0.0,0
1llb7zm,63,63.0,-1.0,0
1llb7zm,64,64.0,1.0,0
1llb7zm,65,65.0,0.0,0
1llb7zm,66,66.0,0.0,0
1llb7zm,67,67.0,0.0,0
1llb7zm,68,68.0,1.0,0
1llb7zm,69,69.0,0.0,0
1llb7zm,70,70.0,1.0,0
1llb7zm,71,71.0,0.0,0
1llb7zm,72,72.0,1.0,0
1llb7zm,73,73.0,1.0,0
1llb7zm,74,74.0,-1.0,0
1llb7zm,75,75.0,-1.0,0
1llb7zm,76,76.0,0.0,0
1llb7zm,77,77.0,0.0,0
1llb7zm,78,78.0,0.0,0
1llb7zm,79,79.0,0.0,0
1llb7zm,80,80.0,0.0,0
1llb7zm,81,81.0,0.0,0
1llb7zm,82,82.0,0.0,0
1llb7zm,83,83.0,0.0,0
1llb7zm,84,84.0,0.0,0
1llb7zm,85,85.0,0.0,0
1llb7zm,86,86.0,0.0,0
1llb7zm,87,87.0,0.0,0
1llb7zm,88,88.0,1.0,0
1llb7zm,89,89.0,0.0,0
1lnaiez,0,0.0,-1.0,0
1lnaiez,1,1.0,0.0,0
1lnaiez,2,2.0,0.0,0
1lnaiez,3,3.0,0.0,0
1lnaiez,4,4.0,0.0,0
1lnaiez,5,5.0,0.0,0
1lnaiez,6,6.0,0.0,0
1lnaiez,7,7.0,0.0,0
1lnaiez,8,8.0,0.0,0
1lnaiez,9,9.0,0.0,0
1lnaiez,10,10.0,0.0,0
1lnaiez,11,11.0,0.0,0
1lnaiez,12,12.0,0.0,0
1lnaiez,13,13.0,0.0,0
1lnaiez,14,14.0,0.0,0
1lnaiez,15,15.0,-1.0,0
1lnaiez,16,16.0,0.0,0
1lnaiez,17,17.0,0.0,0
1lnaiez,18,18.0,0.0,0
1lnaiez,19,19.0,0.0,0
1lnaiez,20,20.0,1.0,0
1lnaiez,21,21.0,-1.0,0
1lnaiez,22,22.0,0.0,0
1lnaiez,23,23.0,-1.0,0
1lnaiez,24,24.0,0.0,0
1lnaiez,25,25.0,0.0,0
1lnaiez,26,26.0,0.0,0
1lnaiez,27,27.0,0.0,0
1lnaiez,28,28.0,0.0,0
1lnaiez,29,29.0,1.0,0
1lnaiez,30,30.0,0.0,0
1lnaiez,31,31.0,0.0,0
1lnaiez,32,32.0,0.0,0
1lnaiez,33,33.0,1.0,0
1lnaiez,34,34.0,-1.0,0
1lnaiez,35,35.0,0.0,0
1lnaiez,36,36.0,0.0,0
1lnaiez,37,37.0,0.0,0
1lnaiez,38,38.0,0.0,0
1lnaiez,39,39.0,0.0,0
1lnaiez,40,40.0,0.0,0
1lnaiez,41,41.0,0.0,0
1lnaiez,42,42.0,0.0,0
1lnaiez,43,43.0,-1.0,0
1lnaiez,44,44.0,0.0,0
1lnaiez,45,45.0,0.0,0
1lnaiez,46,46.0,0.0,0
1lnaiez,47,47.0,1.0,0
1lnaiez,48,48.0,1.0,0
1lnaiez,49,49.0,0.0,0
1lnaiez,50,50.0,0.0,0
1lnaiez,51,51.0,0.0,0
1lnaiez,52,52.0,0.0,0
1lnaiez,53,53.0,0.0,0
1lnaiez,54,54.0,0.0,0
1lnaiez,55,55.0,0.0,0
1lnaiez,56,56.0,1.0,0
1lnaiez,57,57.0,0.0,0
1lnaiez,58,58.0,0.0,0
1lnaiez,59,59.0,0.0,0
1lnaiez,60,60.0,1.0,0
1lnaiez,61,61.0,-1.0,0
1lnaiez,62,62.0,0.0,0
1lnaiez,63,63.0,0.0,0
1lnaiez,64,64.0,0.0,0
1lnaiez,65,65.0,1.0,0
1lnaiez,66,66.0,0.0,0
1lnaiez,67,67.0,0.0,0
1lnaiez,68,68.0,1.0,0
1lnaiez,69,69.0,0.0,0
1lnaiez,70,70.0,0.0,0
1lnaiez,71,71.0,0.0,0
1lnaiez,72,72.0,0.0,0
1lnaiez,73,73.0,1.0,0
1lnaiez,74,74.0,0.0,0
1lnaiez,75,75.0,1.0,0
1lnaiez,76,76.0,1.0,0
1lnaiez,77,77.0,-1.0,0
1lnaiez,78,78.0,-1.0,0
1lnaiez,79,79.0,0.0,0
1lnaiez,80,80.0,0.0,0
1lnaiez,81,81.0,0.0,0
1lnaiez,82,82.0,0.0,0
1lnaiez,83,83.0,1.0,0
1lnaiez,84,84.0,0.0,0
1lnaiez,85,85.0,0.0,0
1lnaiez,86,86.0,0.0,0
1lnaiez,87,87.0,0.0,0
1lnaiez,88,88.0,0.0,0
1lnaiez,89,89.0,0.0,0
1lnaiez,90,90.0,0.0,0
1lnaiez,91,91.0,0.0,0
1lnaiez,92,92.0,0.0,0
1lnaiez,93,93.0,0.0,0
1lnaiez,94,94.0,0.0,0
1lnaiez,95,95.0,0.0,0
1lnaiez,96,96.0,0.0,0
1lnaiez,97,97.0,0.0,0
1lnaiez,98,98.0,0.0,0
1lnaiez,99,99.0,0.0,0
1lnaiez,100,100.0,0.0,0
1lnaiez,101,101.0,0.0,0
1lnaiez,102,102.0,0.0,0
1lnaiez,103,103.0,-1.0,0
1lnaiez,104,104.0,1.0,0
1lnaiez,105,105.0,1.0,0
1lnaiez,106,106.0,0.0,0
1lnaiez,107,107.0,0.0,0
1lnaiez,108,108.0,0.0,0
1lnaiez,109,109.0,1.0,0
1lnaiez,110,110.0,0.0,0
1lnaiez,111,111.0,0.0,0
1lnaiez,112,112.0,0.0,0
1lnaiez,113,113.0,1.0,0
1lnaiez,114,114.0,0.0,0
1lnaiez,115,115.0,0.0,0
1lnaiez,116,116.0,0.0,0
1lnaiez,117,117.0,0.0,0
1lnaiez,118,118.0,0.0,0
1lnaiez,119,119.0,0.0,0
1lnaiez,120,120.0,0.0,0
1lp0xeu,0,0.0,1.0,0
1lp0xeu,1,1.0,0.0,0
1lp0xeu,2,2.0,0.0,0
1lp0xeu,3,3.0,1.0,0
1lp0xeu,4,4.0,1.0,0
1lp0xeu,5,5.0,-1.0,0
1lp0xeu,6,6.0,1.0,0
1lp0xeu,7,7.0,-1.0,0
1lp0xeu,8,8.0,0.0,0
1lp0xeu,9,9.0,0.0,0
1lp0xeu,10,10.0,1.0,0
1lp0xeu,11,11.0,-1.0,0
1lp0xeu,12,12.0,1.0,0
1lp0xeu,13,13.0,1.0,0
1lp0xeu,14,14.0,0.0,0
1lp0xeu,15,15.0,0.0,0
1lp0xeu,16,16.0,0.0,0
1lp0xeu,17,17.0,0.0,0
1lp0xeu,18,18.0,0.0,0
1lp0xeu,19,19.0,-1.0,0
1lqqhri,0,0.0,0.0,0
1lqqhri,1,1.0,1.0,0
1lqqhri,2,2.0,0.0,0
1lqqhri,3,3.0,0.0,0
1lqqhri,4,4.0,0.0,0
1lqqhri,5,5.0,1.0,0
1lqqhri,6,6.0,0.0,0
1lqqhri,7,7.0,1.0,0
1lqqhri,8,8.0,0.0,0
1lqqhri,9,9.0,0.0,0
1lqqhri,10,10.0,0.0,0
1lqqhri,11,11.0,0.0,0
1lqqhri,12,12.0,0.0,0
1lqqhri,13,13.0,0.0,0
1lqqhri,14,14.0,0.0,0
1lqqhri,15,15.0,0.0,0
1lqqhri,16,16.0,0.0,0
1lqqhri,17,17.0,0.0,0
1lqqhri,18,18.0,0.0,0
1lqqhri,19,19.0,0.0,0
1lqqhri,20,20.0,1.0,0
1lqqhri,21,21.0,0.0,0
1lqqhri,22,22.0,0.0,0
1lqqhri,23,23.0,0.0,0
1lqqhri,24,24.0,0.0,0
1lqqhri,25,25.0,0.0,0
1lqqhri,26,26.0,0.0,0
1lqqhri,27,27.0,0.0,0
1lqqhri,28,28.0,0.0,0
1lqqhri,29,29.0,0.0,0
1lqqhri,30,30.0,0.0,0
1lqqhri,31,31.0,0.0,0
1lqqhri,32,32.0,1.0,0
1lqqhri,33,33.0,0.0,0
1lqqhri,34,34.0,0.0,0
1lqqhri,35,35.0,0.0,0
1lqqhri,36,36.0,0.0,0
1lqqhri,37,37.0,0.0,0
1lqqhri,38,38.0,0.0,0
1lqqhri,39,39.0,0.0,0
1lqqhri,40,40.0,0.0,0
1lqqhri,41,41.0,0.0,0
1lqqhri,42,42.0,0.0,0
1lqqhri,43,43.0,0.0,0
1lqqhri,44,44.0,0.0,0
1lqqhri,45,45.0,0.0,0
1lqqhri,46,46.0,0.0,0
1lqqhri,47,47.0,0.0,0
1lqqhri,48,48.0,0.0,0
1lqqhri,49,49.0,1.0,0
1lqqhri,50,50.0,0.0,0
1lqqhri,51,51.0,0.0,0
1lqqhri,52,52.0,0.0,0
1lqqhri,53,53.0,0.0,0
1lqqhri,54,54.0,0.0,0
1lqqhri,55,55.0,0.0,0
1lqqhri,56,56.0,0.0,0
1lqqhri,57,57.0,0.0,0
1lqqhri,58,58.0,0.0,0
1lqqhri,59,59.0,0.0,0
1lqqhri,60,60.0,0.0,0
1lqqhri,61,61.0,0.0,0
1lqqhri,62,62.0,0.0,0
1lqqhri,63,63.0,0.0,0
1lqqhri,64,64.0,0.0,0
1lqqhri,65,65.0,0.0,0
1lqqhri,66,66.0,0.0,0
1lqqhri,67,67.0,0.0,0
1lqqhri,68,68.0,1.0,0
1lqqhri,69,69.0,0.0,0
1lqqhri,70,70.0,0.0,0
1lqqhri,71,71.0,0.0,0
1lqqhri,72,72.0,0.0,0
1lqqhri,73,73.0,0.0,0
1lqqhri,74,74.0,0.0,0
1lqqhri,75,75.0,0.0,0
1lqqhri,76,76.0,0.0,0
1lqqhri,77,77.0,0.0,0
1lqqhri,78,78.0,0.0,0
1lqqhri,79,79.0,0.0,0
1lqqhri,80,80.0,0.0,0
1lqqhri,81,81.0,0.0,0
1lqqhri,82,82.0,0.0,0
1lqqhri,83,83.0,0.0,0
1lqqhri,84,84.0,0.0,0
1lqqhri,85,85.0,0.0,0
1lqqhri,86,86.0,0.0,0
1lqqhri,87,87.0,0.0,0
1lqqhri,88,88.0,0.0,0
1lqqhri,89,89.0,0.0,0
1lqqhri,90,90.0,0.0,0
1lqqhri,91,91.0,0.0,0
1lqqhri,92,92.0,0.0,0
1lqqhri,93,93.0,0.0,0
1lqqhri,94,94.0,1.0,0
1lqqhri,95,95.0,0.0,0
1lqqhri,96,96.0,0.0,0
1lqqhri,97,97.0,0.0,0
1lqqhri,98,98.0,1.0,0
1lqqhri,99,99.0,0.0,0
1lqqhri,100,100.0,0.0,0
1lqqhri,101,101.0,1.0,0
1lqqhri,102,102.0,0.0,0
1lqqhri,103,103.0,1.0,0
1lqqhri,104,104.0,0.0,0
1lqqhri,105,105.0,0.0,0
1lqqhri,106,106.0,0.0,0
1lqqhri,107,107.0,0.0,0
1lqqhri,108,108.0,0.0,0
1lqqhri,109,109.0,0.0,0
1lqqhri,110,110.0,0.0,0
1lqqhri,111,111.0,0.0,0
1lqqhri,112,112.0,0.0,0
1lqqhri,113,113.0,0.0,0
1lqqhri,114,114.0,0.0,0
1lqqhri,115,115.0,0.0,0
1lqqhri,116,116.0,0.0,0
1lqqhri,117,117.0,0.0,0
1lrhea0,0,0.0,1.0,0
1lrhea0,1,1.0,0.0,0
1lrhea0,2,2.0,1.0,0
1lrhea0,3,3.0,1.0,0
1lrhea0,4,4.0,1.0,0
1lrhea0,5,5.0,1.0,0
1lrhea0,6,6.0,1.0,0
1lrhea0,7,7.0,1.0,0
1lrhea0,8,8.0,1.0,0
1lrhea0,9,9.0,1.0,0
1lrhea0,10,10.0,1.0,0
1lrhea0,11,11.0,1.0,0
1lrhea0,12,12.0,1.0,0
1lrhea0,13,13.0,0.0,0
1lrhea0,14,14.0,0.0,0
1lrhea0,15,15.0,0.0,0
1lrhea0,16,16.0,0.0,0
1lrhea0,17,17.0,0.0,0
1lrhea0,18,18.0,1.0,0
1lrhea0,19,19.0,1.0,0
1lrhea0,20,20.0,0.0,0
1lrhea0,21,21.0,0.0,0
1lrhea0,22,22.0,1.0,0
1lrhea0,23,23.0,0.0,0
1lrhea0,24,24.0,1.0,0
1lrhea0,25,25.0,1.0,0
1lrhea0,26,26.0,1.0,0
1lul9zs,0,0.0,1.0,0
1lul9zs,1,1.0,0.0,0
1lul9zs,2,2.0,1.0,0
1lul9zs,3,3.0,0.0,0
1lul9zs,4,4.0,0.0,0
1lul9zs,5,5.0,-1.0,0
1lul9zs,6,6.0,1.0,0
1lul9zs,7,7.0,0.0,0
1lul9zs,8,8.0,0.0,0
1lul9zs,9,9.0,0.0,0
1lul9zs,10,10.0,0.0,0
1lul9zs,11,11.0,1.0,0
1lul9zs,12,12.0,1.0,0
1lul9zs,13,13.0,0.0,0
1lul9zs,14,14.0,1.0,0
1lul9zs,15,15.0,-1.0,0
1lul9zs,16,16.0,0.0,0
1lul9zs,17,17.0,0.0,0
1lul9zs,18,18.0,1.0,0
1lul9zs,19,19.0,1.0,0
1lul9zs,20,20.0,-1.0,0
1lul9zs,21,21.0,1.0,0
1lul9zs,22,22.0,1.0,0
1lul9zs,23,23.0,-1.0,0
1lul9zs,24,24.0,0.0,0
1lul9zs,25,25.0,0.0,0
1lul9zs,26,26.0,-1.0,0
1lul9zs,27,27.0,1.0,0
1lul9zs,28,28.0,-1.0,0
1lul9zs,29,29.0,1.0,0
1lul9zs,30,30.0,0.0,0
1lul9zs,31,31.0,0.0,0
1lul9zs,32,32.0,0.0,0
1lul9zs,33,33.0,0.0,0
1lul9zs,34,34.0,0.0,0
1lul9zs,35,35.0,0.0,0
1lul9zs,36,36.0,0.0,0
1lul9zs,37,37.0,0.0,0
1lul9zs,38,38.0,0.0,0
1lul9zs,39,39.0,0.0,0
1lul9zs,40,40.0,-1.0,0
1lul9zs,41,41.0,0.0,0
1lul9zs,42,42.0,1.0,0
1lul9zs,43,43.0,0.0,0
1lul9zs,44,44.0,0.0,0
1lul9zs,45,45.0,1.0,0
1lul9zs,46,46.0,1.0,0
1lul9zs,47,47.0,1.0,0
1lul9zs,48,48.0,1.0,0
1lul9zs,49,49.0,0.0,0
1lul9zs,50,50.0,0.0,0
1lul9zs,51,51.0,0.0,0
1lul9zs,52,52.0,0.0,0
1lul9zs,53,53.0,1.0,0
1lul9zs,54,54.0,0.0,0
1lul9zs,55,55.0,0.0,0
1lul9zs,56,56.0,0.0,0
1lul9zs,57,57.0,0.0,0
1lul9zs,58,58.0,0.0,0
1lul9zs,59,59.0,1.0,0
1lul9zs,60,60.0,0.0,0
1lul9zs,61,61.0,0.0,0
1lul9zs,62,62.0,0.0,0
1lul9zs,63,63.0,0.0,0
1lul9zs,64,64.0,0.0,0
1lul9zs,65,65.0,0.0,0
1lul9zs,66,66.0,0.0,0
1lul9zs,67,67.0,1.0,0
1lul9zs,68,68.0,0.0,0
1lul9zs,69,69.0,1.0,0
1lul9zs,70,70.0,0.0,0
1lul9zs,71,71.0,0.0,0
1lul9zs,72,72.0,0.0,0
1lul9zs,73,73.0,0.0,0
1lul9zs,74,74.0,0.0,0
1lul9zs,75,75.0,1.0,0
1lul9zs,76,76.0,1.0,0
1lul9zs,77,77.0,1.0,0
1lul9zs,78,78.0,1.0,0
1lul9zs,79,79.0,1.0,0
1lul9zs,80,80.0,1.0,0
1lul9zs,81,81.0,1.0,0
1lul9zs,82,82.0,1.0,0
1lul9zs,83,83.0,-1.0,0
